,Station / Province,Province,,,,,,Station / Province,Province,,,,Eastern Cape,,,Joza,Eastern Cape,,,,,,,,,CLUSTER,PROVINCE,,Cluster,,,,Murder,,,Murder,,,,CLUSTER,PROVINCE,,,,,,,,,,Province,Cluster,Station,,Province,Cluster,Station
,Williston,Northern Cape,,,Thaba-Nchu,,,Thaba-Nchu,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Selosesha Cc,Thaba-Nchu,,Free State,Selosesha Cc,Thaba-Nchu
,Windsorton,Northern Cape,,,Thabazimbi,,,Thabazimbi,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Thabazimbi Cc,Thabazimbi,,Limpopo,Thabazimbi Cc,Thabazimbi
,Witdraai,Northern Cape,,,Thabong,,,Thabong,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Thabong Cc,Thabong,,Free State,Thabong Cc,Thabong
,Wrenchville,Northern Cape,,,The Barrage,,,The Barrage,Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,Sebokeng Cc,The Barrage,,Gauteng,Sebokeng Cc,The Barrage
,Albertinia,Western Cape,,,Thembalethu,,,Thembalethu,Western Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Cape,George Cc,Thembalethu,,Western Cape,George Cc,Thembalethu
,Ashton,Western Cape,,,Theunissen,,,Theunissen,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Bultfontein Cc,Theunissen,,Free State,Bultfontein Cc,Theunissen
,Athlone,Western Cape,,,Thina Falls,,,Thina Falls,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Thohoyandou Cc,Thohoyandou,,Limpopo,Thohoyandou Cc,Thohoyandou
,Atlantis,Western Cape,,,Thohoyandou,,,Thohoyandou,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Whittlesea Cc,Thomas River,,Eastern Cape,Whittlesea Cc,Thomas River
,Barrydale,Western Cape,,,Thomas River,,,Thomas River,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Humansdorp Cc,Thornhill,,Eastern Cape,Humansdorp Cc,Thornhill
,Beaufort West,Western Cape,,,Thornhill,,,Thornhill,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Whittlesea Cc,Thornhill Ciskei,,Eastern Cape,Whittlesea Cc,Thornhill Ciskei
,Belhar,Western Cape,,,Thornhill Ciskei,,,Thornhill Ciskei,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Plessislaer Cc,Thornville,,Kwazulu/Natal,Plessislaer Cc,Thornville
,Bellville,Western Cape,,,Thornville,,,Thornville,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Park Road Cc,Tierpoort,,Free State,Park Road Cc,Tierpoort
,Bellville South,Western Cape,,,Tierpoort,,,Tierpoort,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Mount Frere Cc,Tina Falls,,Eastern Cape,Mount Frere Cc,Tina Falls
,Bishop Lavis,Western Cape,,,Tinmyne,,,Tinmyne,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Mahwelereng Cc,Tinmyne,,Limpopo,Mahwelereng Cc,Tinmyne
,Bonnievale,Western Cape,,,Tlhabane,,,Tlhabane,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North West,Rustenburg Cc,Tlhabane,,North West,Rustenburg Cc,Tlhabane
,Bothasig,Western Cape,,,Tokoza,,,Tokoza,Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,Katlehong Cc,Tokoza,,Gauteng,Katlehong Cc,Tokoza
,Brackenfell,Western Cape,,,Tolwe,,,Tolwe,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Lephalale Cc,Tolwe,,Limpopo,Lephalale Cc,Tolwe
,Bredasdorp,Western Cape,,,Tom Burke,,,Tom Burke,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Lephalale Cc,Tom Burke,,Limpopo,Lephalale Cc,Tom Burke
,Caledon,Western Cape,,,Tonga,,,Tonga,Mpumalanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalanga,Tonga Cc,Tonga,,Mpumalanga,Tonga Cc,Tonga
,Calitzdorp,Western Cape,,,Tongaat,,,Tongaat,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Phoenix Cc,Tongaat,,Kwazulu/Natal,Phoenix Cc,Tongaat
,Camps Bay,Western Cape,,,Touws River,,,Touws River,Western Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Cape,Worcester Cc,Touws River,,Western Cape,Worcester Cc,Touws River
,Cape Town Central,Western Cape,,,Town Hill,,,Town Hill,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Pietermaritzburg Cc,Town Hill,,Kwazulu/Natal,Pietermaritzburg Cc,Town Hill
,Ceres,Western Cape,,,Trichardt,,,Trichardt,Mpumalanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalanga,Secunda Cc,Trichardt,,Mpumalanga,Secunda Cc,Trichardt
,Citrusdal,Western Cape,,,Trompsburg,,,Trompsburg,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Trompsburg Cc,Trompsburg,,Free State,Trompsburg Cc,Trompsburg
,Clanwilliam,Western Cape,,,Tsakane,,,Tsakane,Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,Brakpan Cc,Tsakane,,Gauteng,Brakpan Cc,Tsakane
,Claremont,Western Cape,,,Tseki,,,Tseki,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Phuthaditjhaba Cc,Tseki,,Free State,Phuthaditjhaba Cc,Tseki
,Cloetesville,Western Cape,,,Tseseng,,,Tseseng,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Phuthaditjhaba Cc,Tseseng,,Free State,Phuthaditjhaba Cc,Tseseng
,Conville,Western Cape,,,Tshamutumbu,,,Tshamutumbu,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Musina Cc,Tshamutumbu,,Limpopo,Musina Cc,Tshamutumbu
,Da Gamaskop,Western Cape,,,Tshaulu,,,Tshaulu,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Thohoyandou Cc,Tshaulu,,Limpopo,Thohoyandou Cc,Tshaulu
,Darling,Western Cape,,,Tshidilamolomo,,,Tshidilamolomo,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North West,Mahikeng Cc,Tshidilamolomo,,North West,Mahikeng Cc,Tshidilamolomo
,De Doorns,Western Cape,,,Tshilwavhusiku,,,Tshilwavhusiku,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Makhado Cc,Tshilwavhusiku,,Limpopo,Makhado Cc,Tshilwavhusiku
,De Rust,Western Cape,,,Tshitale,,,Tshitale,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Makhado Cc,Tshitale,,Limpopo,Makhado Cc,Tshitale
,Delft,Western Cape,,,Tsineng,,,Tsineng,Northern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Cape,Kuruman Cc,Tsineng,,Northern Cape,Kuruman Cc,Tsineng
,Dieprivier,Western Cape,,,Tsolo,,,Tsolo,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Mthatha Cc,Tsolo,,Eastern Cape,Mthatha Cc,Tsolo
,Doring Bay,Western Cape,,,Tsomo,,,Tsomo,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Cofimvaba Cc,Tsomo,,Eastern Cape,Cofimvaba Cc,Tsomo
,Durbanville,Western Cape,,,Tubatse,,,Tubatse,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Tubatse Cc,Tubatse,,Limpopo,Tubatse Cc,Tubatse
,Dysselsdorp,Western Cape,,,Tuinplaas,,,Tuinplaas,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Bela Bela Cc,Tuinplaas,,Limpopo,Bela Bela Cc,Tuinplaas
,Eendekuil,Western Cape,,,Tulbagh,,,Tulbagh,Western Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Cape,Ceres Cc,Tulbagh,,Western Cape,Ceres Cc,Tulbagh
,Elands Bay,Western Cape,,,Tumahole,,,Tumahole,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Tumahole Cc,Tumahole,,Free State,Tumahole Cc,Tumahole
,Elsies River,Western Cape,,,Tweefontein,,,Tweefontein,Mpumalanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalanga,Kwamhlanga Cc,Tweefontein,,Mpumalanga,Kwamhlanga Cc,Tweefontein
,Fish Hoek,Western Cape,,,Tweeling,,,Tweeling,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Mafube Cc,Tweeling,,Free State,Mafube Cc,Tweeling
,Franschhoek,Western Cape,,,Tweespruit,,,Tweespruit,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Ladybrand Cc,Tweespruit,,Free State,Ladybrand Cc,Tweespruit
,Gans Bay,Western Cape,,,Tyefu,,,Tyefu,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Peddie Cc,Tyefu,,Eastern Cape,Peddie Cc,Tyefu
,Genadendal,Western Cape,,,Tylden,,,Tylden,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Queenstown Cc,Tylden,,Eastern Cape,Queenstown Cc,Tylden
,George,Western Cape,,,Tzaneen,,,Tzaneen,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Tzaneen Cc,Tzaneen,,Limpopo,Tzaneen Cc,Tzaneen
,Goodwood,Western Cape,,,Ugie,,,Ugie,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Elliot Cc,Ugie,,Eastern Cape,Elliot Cc,Ugie
,Gordons Bay,Western Cape,,,Uitenhage,,,Uitenhage,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Uitenhage Cc,Uitenhage,,Eastern Cape,Uitenhage Cc,Uitenhage
,Graafwater,Western Cape,,,Ulundi,,,Ulundi,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Ulundi Cc,Ulundi,,Kwazulu/Natal,Ulundi Cc,Ulundi
,Grabouw,Western Cape,,,Umbilo,,,Umbilo,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Brighton Beach Cc,Umbilo,,Kwazulu/Natal,Brighton Beach Cc,Umbilo
,Grassy Park,Western Cape,,,Umbumbulu,,,Umbumbulu,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Umlazi Cc,Umbumbulu,,Kwazulu/Natal,Umlazi Cc,Umbumbulu
,Groot Brakrivier,Western Cape,,,Umhlali,,,Umhlali,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Kwadukuza Cc,Umhlali,,Kwazulu/Natal,Kwadukuza Cc,Umhlali
,Groot-Drakenstein,Western Cape,,,Umkomaas,,,Umkomaas,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Umlazi Cc,Umkomaas,,Kwazulu/Natal,Umlazi Cc,Umkomaas
,Gugulethu,Western Cape,,,Umlazi,,,Umlazi,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Umlazi Cc,Umlazi,,Kwazulu/Natal,Umlazi Cc,Umlazi
,Harare,Western Cape,,,Umsunduzi,,,Umsunduzi,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Pinetown Cc,Umsunduzi,,Kwazulu/Natal,Pinetown Cc,Umsunduzi
,Heidelberg(C),Western Cape,,,Umzimkhulu,,,Umzimkhulu,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Port Shepstone Cc,Umzimkhulu,,Kwazulu/Natal,Port Shepstone Cc,Umzimkhulu
,Hermanus,Western Cape,,,Umzinto,,,Umzinto,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Port Shepstone Cc,Umzinto,,Kwazulu/Natal,Port Shepstone Cc,Umzinto
,Hopefield,Western Cape,,,Uniondale,,,Uniondale,Western Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Cape,George Cc,Uniondale,,Western Cape,George Cc,Uniondale
,Hout Bay,Western Cape,,,Upington,,,Upington,Northern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Cape,Upington Cc,Upington,,Northern Cape,Upington Cc,Upington
,Kensington,Western Cape,,,Upper Tugela,,,Upper Tugela,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Ladysmith Cc,Upper Tugela,,Kwazulu/Natal,Ladysmith Cc,Upper Tugela
,Khayelitsha,Western Cape,,,Utrecht,,,Utrecht,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Newcastle Cc,Utrecht,,Kwazulu/Natal,Newcastle Cc,Utrecht
,Kirstenhof,Western Cape,,,Vaal Marina,,,Vaal Marina,Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,Vereeniging Cc,Vaal Marina,,Gauteng,Vereeniging Cc,Vaal Marina
,Klapmuts,Western Cape,,,Vaalbank,,,Vaalbank,Mpumalanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalanga,Kwamhlanga Cc,Vaalbank,,Mpumalanga,Kwamhlanga Cc,Vaalbank
,Klawer,Western Cape,,,Vaalwater,,,Vaalwater,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Modimolle Cc,Vaalwater,,Limpopo,Modimolle Cc,Vaalwater
,Kleinmond,Western Cape,,,Val,,,Val,Mpumalanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalanga,Balfour Cc,Val,,Mpumalanga,Balfour Cc,Val
,Kleinvlei,Western Cape,,,Van Reenen,,,Van Reenen,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Ladysmith Cc,Van Reenen,,Kwazulu/Natal,Ladysmith Cc,Van Reenen
,Knysna,Western Cape,,,Van Stadensrus,,,Van Stadensrus,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Smithfield Cc,Van Stadensrus,,Free State,Smithfield Cc,Van Stadensrus
,Kraaifontein,Western Cape,,,Van Zylsrus,,,Van Zylsrus,Northern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Cape,Kuruman Cc,Van Zylsrus,,Northern Cape,Kuruman Cc,Van Zylsrus
,Kuilsrivier,Western Cape,,,Vanderbijlpark,,,Vanderbijlpark,Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,Sebokeng Cc,Vanderbijlpark,,Gauteng,Sebokeng Cc,Vanderbijlpark
,Kwanokuthula,Western Cape,,,Vanderkloof,,,Vanderkloof,Northern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Cape,Hopetown Cc,Vanderkloof,,Northern Cape,Hopetown Cc,Vanderkloof
,Kwanonqaba,Western Cape,,,Vanrhynsdorp,,,Vanrhynsdorp,Western Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Cape,Vredendal Cc,Vanrhynsdorp,,Western Cape,Vredendal Cc,Vanrhynsdorp
,Laaiplek,Western Cape,,,Vanwyksvlei,,,Vanwyksvlei,Northern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Cape,Carnarvon Cc,Vanwyksvlei,,Northern Cape,Carnarvon Cc,Vanwyksvlei
,Ladismith,Western Cape,,,Ventersburg,,,Ventersburg,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Thabong Cc,Ventersburg,,Free State,Thabong Cc,Ventersburg
,Laingsburg,Western Cape,,,Ventersdorp,,,Ventersdorp,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North West,Potchefstroom Cc,Ventersdorp,,North West,Potchefstroom Cc,Ventersdorp
,Lambertsbaai,Western Cape,,,Venterstad,,,Venterstad,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Aliwal North Cc,Venterstad,,Eastern Cape,Aliwal North Cc,Venterstad
,Langa,Western Cape,,,Vereeniging,,,Vereeniging,Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,Vereeniging Cc,Vereeniging,,Gauteng,Vereeniging Cc,Vereeniging
,Langebaan,Western Cape,,,Verena,,,Verena,Mpumalanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalanga,Kwamhlanga Cc,Verena,,Mpumalanga,Kwamhlanga Cc,Verena
,Lansdowne,Western Cape,,,Verkeerdevlei,,,Verkeerdevlei,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Bultfontein Cc,Verkeerdevlei,,Free State,Bultfontein Cc,Verkeerdevlei
,Leeu Gamka,Western Cape,,,Verkykerskop,,,Verkykerskop,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Vrede Cc,Verkykerskop,,Free State,Vrede Cc,Verkykerskop
,Lentegeur,Western Cape,,,Verulam,,,Verulam,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Phoenix Cc,Verulam,,Kwazulu/Natal,Phoenix Cc,Verulam
,Lingelethu-West,Western Cape,,,Victoria West,,,Victoria West,Northern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Cape,De Aar Cc,Victoria West,,Northern Cape,De Aar Cc,Victoria West
,Lutzville,Western Cape,,,Vierfontein,,,Vierfontein,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Kroonstad Cc,Vierfontein,,Free State,Kroonstad Cc,Vierfontein
,Lwandle,Western Cape,,,Viljoensdrif,,,Viljoensdrif,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Zamdela Cc,Viljoensdrif,,Free State,Zamdela Cc,Viljoensdrif
,Macassar,Western Cape,,,Viljoenskroon,,,Viljoenskroon,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Kroonstad Cc,Viljoenskroon,,Free State,Kroonstad Cc,Viljoenskroon
,Maitland,Western Cape,,,Villa Nora,,,Villa Nora,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Lephalale Cc,Villa Nora,,Limpopo,Lephalale Cc,Villa Nora
,Malmesbury,Western Cape,,,Villieria,,,Villieria,Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,Sunnyside Cc,Villieria,,Gauteng,Sunnyside Cc,Villieria
,Manenberg,Western Cape,,,Villiers,,,Villiers,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Mafube Cc,Villiers,,Free State,Mafube Cc,Villiers
,Mbekweni,Western Cape,,,Villiersdorp,,,Villiersdorp,Western Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Cape,Caledon Cc,Villiersdorp,,Western Cape,Caledon Cc,Villiersdorp
,Mcgregor,Western Cape,,,Vioolsdrif,,,Vioolsdrif,Northern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Cape,Springbok Cc,Vioolsdrif,,Northern Cape,Springbok Cc,Vioolsdrif
,Melkbosstrand,Western Cape,,,Virginia,,,Virginia,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Thabong Cc,Virginia,,Free State,Thabong Cc,Virginia
,Mfuleni,Western Cape,,,Volksrust,,,Volksrust,Mpumalanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalanga,Standerton Cc,Volksrust,,Mpumalanga,Standerton Cc,Volksrust
,Milnerton,Western Cape,,,Vorstershoop,,,Vorstershoop,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North West,Morokweng Cc,Vorstershoop,,North West,Morokweng Cc,Vorstershoop
,Mitchells Plain,Western Cape,,,Vosburg,,,Vosburg,Northern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Cape,Carnarvon Cc,Vosburg,,Northern Cape,Carnarvon Cc,Vosburg
,Montagu,Western Cape,,,Vosloorus,,,Vosloorus,Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,Katlehong Cc,Vosloorus,,Gauteng,Katlehong Cc,Vosloorus
,Moorreesburg,Western Cape,,,Vosman,,,Vosman,Mpumalanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalanga,Witbank Cc,Vosman,,Mpumalanga,Witbank Cc,Vosman
,Mossel Bay,Western Cape,,,Vrede,,,Vrede,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Vrede Cc,Vrede,,Free State,Vrede Cc,Vrede
,Mowbray,Western Cape,,,Vredefort,,,Vredefort,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Tumahole Cc,Vredefort,,Free State,Tumahole Cc,Vredefort
,Muizenberg,Western Cape,,,Vredenburg,,,Vredenburg,Western Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Cape,Vredenburg Cc,Vredenburg,,Western Cape,Vredenburg Cc,Vredenburg
,Murraysburg,Western Cape,,,Vredendal,,,Vredendal,Western Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Cape,Vredendal Cc,Vredendal,,Western Cape,Vredendal Cc,Vredendal
,Napier,Western Cape,,,Vryburg,,,Vryburg,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North West,Vryburg Cc,Vryburg,,North West,Vryburg Cc,Vryburg
,Nuwerus,Western Cape,,,Vryheid,,,Vryheid,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Vryheid Cc,Vryheid,,Kwazulu/Natal,Vryheid Cc,Vryheid
,Nyanga,Western Cape,,,Vulindlela,,,Vulindlela,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Mdantsane Cc,Vulindlela,,Eastern Cape,Mdantsane Cc,Vulindlela
,Ocean View,Western Cape,,,Vuwani,,,Vuwani,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Thohoyandou Cc,Vuwani,,Limpopo,Thohoyandou Cc,Vuwani
,Oudtshoorn,Western Cape,,,Wakkerstroom,,,Wakkerstroom,Mpumalanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalanga,Standerton Cc,Wakkerstroom,,Mpumalanga,Standerton Cc,Wakkerstroom
,Paarl,Western Cape,,,Walmer,,,Walmer,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Mount Road Cc,Walmer,,Eastern Cape,Mount Road Cc,Walmer
,Paarl East,Western Cape,,,Wanda,,,Wanda,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Koffiefontein Cc,Wanda,,Free State,Koffiefontein Cc,Wanda
,Pacaltsdorp,Western Cape,,,Warden,,,Warden,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Vrede Cc,Warden,,Free State,Vrede Cc,Warden
,Parow,Western Cape,,,Warrenton,,,Warrenton,Northern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Cape,Hartswater Cc,Warrenton,,Northern Cape,Hartswater Cc,Warrenton
,Philadelphia,Western Cape,,,Wartburg,,,Wartburg,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Pietermaritzburg Cc,Wartburg,,Kwazulu/Natal,Pietermaritzburg Cc,Wartburg
,Philippi,Western Cape,,,Wasbank,,,Wasbank,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Dundee Cc,Wasbank,,Kwazulu/Natal,Dundee Cc,Wasbank
,Philippi East,Western Cape,,,Waterpoort,,,Waterpoort,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Makhado Cc,Waterpoort,,Limpopo,Makhado Cc,Waterpoort
